subtype	subtype2	name	cost		damage	critical	range	weight	damagetype	properties	
Exotic	Ranged 	Lasso	1 sp					5		See text	<p>This thrown weapon is a length of rope with a simple open knot on one end that allows you entangle a foe like you would using a net. The DC to cast a spell while entangled with a lasso is 10 + the spell level being cast. An entangled creature can slip free with a successful DC 15 Escape Artist check as a full-round action. The lasso has 2 hit points and AC 10, and requires a DC 23 Strength check to break it. On a successful hit, the lasso tightens; to use it again you must spend a standard action sliding the knot to enlarge the loop.</p>
Exotic	Ranged 	Net	20 gp				10	6		See text	<p>A net is used to entangle enemies. When you throw a net, you make a ranged touch attack against your target. A net's maximum range is 10 feet. If you hit, the target is entangled. An entangled creature takes a –2 penalty on attack rolls and a –4 penalty to Dexterity, can move at only half speed, and cannot charge or run. If you control the trailing rope by succeeding at an opposed Strength check while holding it, the entangled creature can move only within the limits that the rope allows. If the entangled creature attempts to cast a spell, it must succeed at a concentration check with a DC of 15 + the spell's level or be unable to cast the spell.</p><p>An entangled creature can escape with a successful DC 20 Escape Artist check (a full-round action). The net has 5 hit points and can be burst with a successful DC 25 Strength check (also a full-round action). A net is useful only against creatures within one size category of you.</p><p>A net must be folded to be thrown effectively. The first time you throw your net in a fight, you make a normal ranged touch attack roll. After the net is unfolded, you take a –4 penalty on attack rolls with it. It takes 2 rounds for a proficient user to fold a net and twice that long for a nonproficient one to do so.</p>
Exotic	Ranged 	Repeating hand crossbow	800 gp	1d3	1d4	19-20/×2	30	4	Piercing		<p>This weapon functions identically to a repeating heavy crossbow, except its damage, critical, and range values are equivalent to those of a hand crossbow instead.</p>
Exotic	Ranged 	Repeating heavy crossbow	400 gp	1d8	1d10	19-20/×2	120	12	Piercing		<p>The repeating heavy crossbow holds 5 repeating crossbow bolts. As long as it holds bolts, you can reload it by pulling the reloading lever (a free action). Loading a new case of 5 bolts is a full-round action that provokes attacks of opportunity.</p><p>You can fire a repeating crossbow with one hand or fire a repeating crossbow in each hand in the same manner as you would a normal crossbow of the same size. However, you must fire the weapon with two hands in order to use the reloading lever, and you must use two hands to load a new case of bolts.</p>
Exotic	Ranged 	Repeating light crossbow	250 gp	1d6	1d8	19-20/×2	80	6	Piercing		<p>This weapon functions identically to a repeating heavy crossbow, except that its damage, critical, and range values are equivalent to those of a light crossbow instead of a heavy crossbow. Its significantly lighter construction and pull make it both more portable and more useful to those who rely on stealth or speed.</p>
Exotic	Ranged 	Rope dart	1 gp	1d3	1d4	×2	20		Piercing	Blocking, distracting, monk	<p>This deceptively complex weapon appears to be nothing more than a 12-foot rope attached to a 6-inch-long, conical metal spike. Similar to a meteor hammer, it can be whirled at great speeds, then aimed to strike and pierce opponents with great reach. Once it strikes, the wielder can quickly retrieve the weapon with a tug of the rope as a free action.</p>
Exotic	Ranged 	Shuriken (5)	1 gp	1	1d2	×2	10	0.5	Piercing	Monk	<p>A shuriken is a small piece of metal with sharpened edges, designed for throwing. A shuriken can't be used as a melee weapon. Although they are thrown weapons, shuriken are treated as ammunition for the purposes of drawing them and crafting masterwork or otherwise special versions of them, and of what happens to them after they are thrown.</p>
Exotic	Ranged 	Snag net	30 gp				10	10	Piercing	Trip, see text	<p>This short, wide net is covered in barbed loops and slipknots. It works like a typical net, except it has the trip weapon special feature. If you entangle an opponent and hold the trailing rope, on your turn in place of a melee attack you may make a combat maneuver check to trip against that opponent; if you succeed, you may trip your opponent or deal 1 point of piercing damage to it. The concentration DC to cast while entangled in a snag net is 17 + the spell's level. The Escape Artist DC to escape a snag net is 22.</p>
Exotic	Ranged 	Throwing shield	+50 gp	1d4	1d6	×2	20		Bludgeoning	Performance, trip	<p>This shield is designed for throwing and has specially designed straps that allow you to unclasp and throw it as a free action. Tower shields cannot be throwing shields. Neither a shield's enhancement bonus to AC nor its shield spikes apply on your attack or damage rolls. A throwing shield can't be disarmed.</p>
Firearm	One-Handed Melee; Early	Buckler gun	750 gp	1d4	1d6	×4	10	6	Bludgeoning and piercing		<p>The front of this buckler is fitted with a small, double-barreled gun that can be shot while wearing the buckler. Unlike with a double-barreled pistol, you can shoot only one barrel at a time. You must remove the buckler to reload the gun. Each barrel of a buckler gun uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. Because of its awkward construction, a buckler gun is always considered an off-handed weapon. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Coat pistol	750 gp	1d3	1d4	×3	10	1	Bludgeoning and piercing		<p>Though less powerful than other, larger firearms, this pistol is small enough to be easily concealed in a jacket or coat. You get a +2 bonus on Sleight of Hand checks made to conceal a coat pistol on your body. A coat pistol uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Dagger pistol	740 gp	1d3	1d4	×3	10	1	Bludgeoning and piercing		<p>A combination of a coat pistol and a blade, the dagger pistol can be used as both weapons. The awkwardness of the configuration means you do not gain the bonus on Sleight of Hand checks that either of those stand-alone weapons grants. The dagger pistol is considered a double weapon for the purpose of creating masterwork or magical versions of this weapon. If this firearm gains the broken condition, both the firearm component and the dagger component are considered broken. A dagger pistol uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Double-barreled pistol	1750 gp	1d6	1d8	×4	20	5	Bludgeoning and piercing		<p>This pistol has two parallel barrels; each barrel can be fired independently as a separate action, or both can be shot at once with the same action. If both barrels are shot at once, they must both target the same creature or object, and the pistol becomes wildly inaccurate, imposing a –4 penalty on each shot. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Dragon pistol	1000 gp	1d4	1d6	×4	20	3	Bludgeoning and piercing	Scatter	<p>Like a miniature blunderbuss, the dragon pistol fires pellets or a bullet from its flared barrel. The dragon pistol fires in a 15-foot cone when firing pellets, and has a 10-foot range increment when firing a bullet. A dragon pistol uses either a bullet or group of pellets and 1 dose of black powder, or a single alchemical cartridge (with either bullets or pellets) as ammunition. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Pepperbox	3000 gp	1d6	1d8	×4	20	5	Bludgeoning and piercing		<p>This pistol has six barrels instead of one. The entire barrel housing can be quickly rotated by hand between shots (a free action requiring one free hand), allowing all six bullets to be fired before the weapon must be reloaded. Each barrel of a pepperbox uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Pistol	1000 gp	1d6	1d8	×4	20	4	Bludgeoning and piercing		<p>The basic single-shot pistol is one of the most common firearms, although in most campaigns it is still rare enough to be an object of envy or curiosity to most. As such, it can take a variety of different forms, from wildly ornate masterpieces in the shape of fire-breathing dragons to the more common wood-handled pistols, or nothing more than a simple metal tube with a triggering device.</p><p>A pistol uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	One-Handed Melee; Early	Sword cane pistol	775 gp	1d3	1d4	×3	10	1	Bludgeoning and piercing		<p>A combination weapon, this gun mixes a coat pistol with a sword cane. The sword cane pistol is considered a double weapon for the purpose of creating masterwork or magical versions of this weapon. The pistol attachment makes the nature of the weapon a little more difficult to hide. An observer must succeed at a DC 15 Perception check to realize that an undrawn sword cane pistol is a weapon rather than a simple walking stick; the DC decreases to 5 if the observer is able to handle the weapon. A sword cane pistol uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. The sword part of the weapon must be drawn in order to load the pistol part of the weapon. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Axe musket	1600 gp	1d6	1d8	×4	30	6	Bludgeoning and piercing		<p>This short musket features an axe blade at the end of its barrel. It can be used as both a musket and a battleaxe. It is considered a double weapon for the purposes of creating masterwork or magical versions of this weapon. If this firearm gains the broken condition, both the firearm component and the axe are considered broken. An axe musket uses either a bullet and a single dose of black powder or an alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Blunderbuss	2000 gp	1d6	1d8	×2	15	8	Bludgeoning and piercing	Scatter	<p>This weapon fires pellets or a bullet from its trumpet-shaped barrel, making it an effective fowling weapon or close-fighting personal defense weapon. The blunderbuss fires in a 15-foot cone when firing pellets, and has a 10-foot range increment when firing a bullet. A blunderbuss uses a bullet or pellets and a single dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Culverin	4000 gp	2d6	2d8	×4	30	40	Bludgeoning and piercing	Scatter	<p>The culverin, also known as a hand bombard, consists of a simple smoothbore tube, sealed at one end except for a small hole used to ignite a gunpowder charge. A wooden stock partially encases the barrel, allowing you to hold it under your arm with relative ease when carrying it. Firing a culverin without support (such as a wall, a window, or a stand) imposes a –4 penalty on attack rolls, and knocks you prone. A culverin uses 4 doses of black powder and grapeshot (a handful of pellets) as ammunition. Note that these statistics simulate only the original, hand-held culverins—their larger descendants are considered cannons and are dealt with in the siege weapon section of <i>Ultimate Combat</i>. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Double hackbut	4000 gp	2d10	2d12	×4	50	18	Bludgeoning and piercing		<p>This double-length rifle uses a pair of trunnions to mount its barrel into a swiveling mechanism fastened to the top of a lightweight, two-wheeled carriage. It takes a full-round action to set up the carriage. The carriage has a hind leg, allowing the wielder to wheel the device about and immediately prop it for stability during combat. Unlike other two-handed firearms, you must fire the double hackbut while it is mounted, or else firing it imparts a –4 penalty on attack rolls and the recoil knocks you prone. A Large or larger creature can fire a double hackbut one size smaller than itself without the gun's mounting as a normal two-handed weapon and without the danger of being knocked prone, but takes the normal penalty for firing an inappropriately sized weapon. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Double-barreled musket	2500 gp	1d10	1d12	×4	10	11	Bludgeoning and piercing		<p>This musket has two parallel barrels; each barrel can be shot independently as a separate action, or both can be fired at once as the same attack. If both barrels are fired at once, they must both target the same creature or object, and the gun becomes wildly inaccurate, taking a –4 penalty on each shot. Each barrel of a double-barreled musket uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Fire lance	25 gp	1d4	1d6	×4	10	4	Piercing		<p>This primitive firearm is merely a long tube that, when ignited, propels forth a short gout of flame and a javelin. Unlike other firearms, the fire lance is wildly imprecise, and targets AC rather than touch AC. A fire lance is always treated as having the broken condition for the purpose of determining the effects of a misfire. A fire lance uses a javelin and 2 doses of black powder as ammunition. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Musket	1500 gp	1d10	1d12	×4	40	9	Bludgeoning and piercing		<p>This long-barreled firearm has a much greater range than a pistol. A musket uses either a bullet and 1 dose of black powder or a single alchemical cartridge as its ammunition. This is an early firearm.</p>
Firearm	Two-Handed Ranged; Early	Warhammer musket	1600 gp	1d6	1d8	×4	30	6	Bludgeoning and piercing		<p>This musket has a warhammer head at the end of its barrel, which allows it to be used as both a musket and a warhammer. It is considered a double weapon for the purposes of creating masterwork or magical versions of this weapon. If this firearm gains the broken condition, both the firearm component and the warhammer are considered broken. A warhammer musket uses either a bullet and 1 dose of black powder or a single alchemical cartridge as ammunition. This is an early firearm.</p>
Firearm	One-Handed Ranged; Advanced	Revolver	4000 gp	1d6	1d8	×4	20	4	Bludgeoning and piercing		<p>A revolver is a pistol with a revolving cylinder containing six chambers. Each chamber can hold a metal cartridge, and when one cartridge is fired, the cylinder automatically rotates (no extra hand or action required), readying the next chamber for firing. A revolver uses metal cartridges as ammunition. This is an advanced firearm.</p>
Firearm	Two-Handed Ranged; Advanced	Double-barreled shotgun	7000 gp	1d6	1d8	×2	20	15	Bludgeoning and piercing	Scatter	<p>This twin-barreled shotgun can be shot one barrel at a time, or both together as one attack. A double shot that fires bullets is inaccurate, and takes a –4 penalty on both attacks. A double shot that fires bullets targets only a single creature and increases the damage of each barrel to 2d6 points (Small) or 2d8 points (Medium) for a total of 4d6 or 4d8 points of damage. A double-barreled shotgun uses metal cartridges (loaded with either a bullet or pellets) as ammunition. This is an advanced firearm.</p>
Firearm	Two-Handed Ranged; Advanced	Pepperbox rifle	7000 gp	1d8	1d10	×4	80	15	Bludgeoning and piercing		<p>The four barrels of this rifle are set into a turnable housing that can be quickly rotated by hand (a free action) between shots. A pepperbox rifle uses metal cartridges as ammunition. This is an advanced firearm.</p>
Firearm	Two-Handed Ranged; Advanced	Rifle	5000 gp	1d8	1d10	×4	80	12	Bludgeoning and piercing		<p>This improvement on the musket features a grooved barrel that imparts a twisting, spiral motion to the bullet as it exits, stabilizing it and preventing the end-over-end tumbling common to projectiles from simpler firearms. As a result, a rifle can fire significantly farther and with more accuracy than early long-bore firearms.</p><p>A rifle uses metal cartridges as ammunition. This is an advanced firearm.</p>
Firearm	Two-Handed Ranged; Advanced	Shotgun	5000 gp	1d6	1d8	×2	20	12	Bludgeoning and piercing	Scatter	<p>This advanced version of the blunderbuss shoots in a 30-foot cone when firing pellets, and has a 20-foot range increment when firing a bullet (often called a slug). Shotguns can either be simple and functional, or art pieces in their own right, with engravings and inlay on the stocks and breeches. Those used by the upper class are often emblazoned with images of game animals, family crests, or elaborate maker's marks.</p><p>A shotgun uses metal cartridges (loaded with either a bullet or pellets) as ammunition. This is an advanced firearm.</p>
Ammunition		Arrows (20)	1 gp					3			<p>An arrow used as a melee weapon is treated as a light improvised weapon (–4 penalty on attack rolls) and deals damage as a dagger of its size (critical multiplier ×2). Arrows come in a leather quiver that holds 20 arrows.</p>
Ammunition		Atlatl dart	1 gp					2			<p>An atlatl dart is the equivalent of a javelin except it has fletching. If thrown without an atlatl, treat it as a javelin.</p>
Ammunition		Bamboo shaft arrows (10)	1 gp					0.5			<p>These foot-long arrows are used as ammunition for arrow tubes. As an improvised melee weapon, they deal damage equivalent to that of a spiked gauntlet. They come in a bamboo tube that holds 10 shafts.</p>
Ammunition		Blowgun darts (10)	5 sp								<p>The thin, light darts used in a blowgun are usually made of hardwood with a stabilizing fletching of down or fur. A dart is usually loaded from the back end just before firing.</p>
Ammunition		Blunt arrows (20)	2 gp					3			<p>These arrows have rounded wooden tips that deal bludgeoning damage rather than piercing. An archer can use a blunt arrow to deal nonlethal damage (at the normal –4 attack penalty for using a lethal weapon to deal nonlethal damage).</p>
Ammunition		Crossbow bolts (10)	1 gp					1			"<p>A crossbow bolt used as a melee weapon is treated as a light improvised weapon (–4 penalty on attack rolls) and deals damage as a dagger of its size (critical multiplier ×2). Bolts come in a case or quiver that holds 10 bolts. All crossbows except repeating crossbows use these kinds of crossbow bolts, which are sometimes called ""quarrels.""</p>"
Ammunition		Flight arrows (20)	2 gp					3			<p>These arrows have light shafts and special fletching to give them greater range. A flight arrow's range increment is 20 feet greater with longbows and 10 feet greater with shortbows. They deal damage as if one size category smaller.</p>
Ammunition		Kestros dart (10)	5 gp					5			<p>This dart, meant to be thrown using a kestros, consists of a heavy metal point about 9 inches long attached to a shaft of wood about 12 inches long, fletched with feathers for stability. If used as a melee weapon, it is a light improvised weapon (–4 penalty on attack rolls) and deals damage as a dagger of its size (critical multiplier ×2). Kestros darts come in a quiver that holds 10 darts.</p>
Ammunition		Repeating crossbow bolts (5)	1 gp					1			<p>Bolts for a repeating crossbow are designed to fit the bolt case of a repeating crossbow. They are slightly more expensive than regular crossbow bolts and sold in increments of 5 instead of 10 (to match the capacity of the bolt case).</p>
Ammunition		Sling bullets (10)	1 sp					5			<p>Sling bullets are shaped metal balls, designed to be used by a sling or halfling sling staff. Bullets come in a leather pouch that holds 10 bullets.</p>
Ammunition		Smoke arrow	10 gp								<p>This arrow is actually a specially-shaped smokestick that can be fired from a bow. It trails smoke as it flies, and creates a 5-foot cube of smoke where it strikes. It otherwise functions like a normal arrow in terms of damage, range, and so on.</p>
Ammunition		Whistling arrows (20)	2 gp					3			<p>These arrows come with specially designed grooves and fletching that cause them to emit a loud keening sound audible within 500 feet of their flight path. They are sold in quantities of 20.</p>
Firearm ammunition		Alchemical cartridge (dragon's breath)	40 gp								<p>An alchemical cartridge is a prepared bundle of black powder with a bullet or pellets, sometimes with more exotic material added, which is then wrapped in paper or cloth and sealed with beeswax, lard, or tallow. There are many types of alchemical cartridges, the simplest being the paper cartridge—a simple mix of black powder and either pellets or a bullet. Alchemical cartridges make loading a firearm easier, reducing the time to load a firearm by one step (a full-round action becomes a standard action, a standard action becomes a move action, and a move action becomes a free action), but they tend to be unstable. The misfire value of a weapon firing an alchemical cartridge increases as listed in each entry.</p><p><i>Dragon's Breath Cartridge</i>: This cartridge contains alchemical compounds that, when fired, produce a cone of fire instead of the normal attack of a one-handed or two-handed firearm with the scatter weapon quality. The nonmagical flame deals 2d6 points of fire damage to all targets within the cone of the scatter firearm (DC 15 Reflex save for half). These cartridges cannot be used in firearms that don't have the scatter weapon quality. Because this ammunition forces a saving throw instead of making an attack roll, the misfire rules are slightly different. If you roll a 1 with either of the damage dice, the firearm misfires.</p><p><i>Entangling Shot Cartridge</i>: This mix of black powder and an alchemically treated resin strong enough to survive the shot can only be loaded into a blunderbuss, a dragon pistol, or another scatter weapon. It deals half damage to those hit by a cone attack made with this weapon, but any creature hit by the shot must succeed at a DC 15 Reflex saving throw or become entangled for 2d4 rounds. An entangling shot cartridge increases the firearm's misfire value by 2.</p><p><i>Flare Cartridge</i>: When a flare cartridge hits its target, it deals only half the normal damage, but the creature struck is blinded for 1 round (Fortitude DC 15 reduces this to dazzled), and creatures within a 20-foot burst are dazzled for 1 round (Fortitude DC 15 negates the effect). Flare cartridges are also useful for sending up signal flares. Firing a flare cartridge increases the firearm's misfire value by 2 unless it is fired from a blunderbuss or a dragon pistol, in which case doing so only increases the firearm's misfire value by 1. Flares can be used only to attack single creatures; they do not work as a shot for a scatter weapon's cone attack.</p><p><i>Paper Cartridge</i>: This simple mix of black powder and either pellets or a bullet increases the misfire value by 1.</p><p><i>Salt Shot Cartridge</i>: This mix of black powder and rock salt can only be loaded into a blunderbuss, a dragon pistol, or other scatter weapon. It deals nonlethal instead of lethal damage, and increases the misfire value by 1. You can use it only with a scatter weapon's cone attack.</p>
Firearm ammunition		Alchemical cartridge (entangling shot)	40 gp								<p>An alchemical cartridge is a prepared bundle of black powder with a bullet or pellets, sometimes with more exotic material added, which is then wrapped in paper or cloth and sealed with beeswax, lard, or tallow. There are many types of alchemical cartridges, the simplest being the paper cartridge—a simple mix of black powder and either pellets or a bullet. Alchemical cartridges make loading a firearm easier, reducing the time to load a firearm by one step (a full-round action becomes a standard action, a standard action becomes a move action, and a move action becomes a free action), but they tend to be unstable. The misfire value of a weapon firing an alchemical cartridge increases as listed in each entry.</p><p><i>Dragon's Breath Cartridge</i>: This cartridge contains alchemical compounds that, when fired, produce a cone of fire instead of the normal attack of a one-handed or two-handed firearm with the scatter weapon quality. The nonmagical flame deals 2d6 points of fire damage to all targets within the cone of the scatter firearm (DC 15 Reflex save for half). These cartridges cannot be used in firearms that don't have the scatter weapon quality. Because this ammunition forces a saving throw instead of making an attack roll, the misfire rules are slightly different. If you roll a 1 with either of the damage dice, the firearm misfires.</p><p><i>Entangling Shot Cartridge</i>: This mix of black powder and an alchemically treated resin strong enough to survive the shot can only be loaded into a blunderbuss, a dragon pistol, or another scatter weapon. It deals half damage to those hit by a cone attack made with this weapon, but any creature hit by the shot must succeed at a DC 15 Reflex saving throw or become entangled for 2d4 rounds. An entangling shot cartridge increases the firearm's misfire value by 2.</p><p><i>Flare Cartridge</i>: When a flare cartridge hits its target, it deals only half the normal damage, but the creature struck is blinded for 1 round (Fortitude DC 15 reduces this to dazzled), and creatures within a 20-foot burst are dazzled for 1 round (Fortitude DC 15 negates the effect). Flare cartridges are also useful for sending up signal flares. Firing a flare cartridge increases the firearm's misfire value by 2 unless it is fired from a blunderbuss or a dragon pistol, in which case doing so only increases the firearm's misfire value by 1. Flares can be used only to attack single creatures; they do not work as a shot for a scatter weapon's cone attack.</p><p><i>Paper Cartridge</i>: This simple mix of black powder and either pellets or a bullet increases the misfire value by 1.</p><p><i>Salt Shot Cartridge</i>: This mix of black powder and rock salt can only be loaded into a blunderbuss, a dragon pistol, or other scatter weapon. It deals nonlethal instead of lethal damage, and increases the misfire value by 1. You can use it only with a scatter weapon's cone attack.</p>
Firearm ammunition		Alchemical cartridge (flare)	10 gp								<p>An alchemical cartridge is a prepared bundle of black powder with a bullet or pellets, sometimes with more exotic material added, which is then wrapped in paper or cloth and sealed with beeswax, lard, or tallow. There are many types of alchemical cartridges, the simplest being the paper cartridge—a simple mix of black powder and either pellets or a bullet. Alchemical cartridges make loading a firearm easier, reducing the time to load a firearm by one step (a full-round action becomes a standard action, a standard action becomes a move action, and a move action becomes a free action), but they tend to be unstable. The misfire value of a weapon firing an alchemical cartridge increases as listed in each entry.</p><p><i>Dragon's Breath Cartridge</i>: This cartridge contains alchemical compounds that, when fired, produce a cone of fire instead of the normal attack of a one-handed or two-handed firearm with the scatter weapon quality. The nonmagical flame deals 2d6 points of fire damage to all targets within the cone of the scatter firearm (DC 15 Reflex save for half). These cartridges cannot be used in firearms that don't have the scatter weapon quality. Because this ammunition forces a saving throw instead of making an attack roll, the misfire rules are slightly different. If you roll a 1 with either of the damage dice, the firearm misfires.</p><p><i>Entangling Shot Cartridge</i>: This mix of black powder and an alchemically treated resin strong enough to survive the shot can only be loaded into a blunderbuss, a dragon pistol, or another scatter weapon. It deals half damage to those hit by a cone attack made with this weapon, but any creature hit by the shot must succeed at a DC 15 Reflex saving throw or become entangled for 2d4 rounds. An entangling shot cartridge increases the firearm's misfire value by 2.</p><p><i>Flare Cartridge</i>: When a flare cartridge hits its target, it deals only half the normal damage, but the creature struck is blinded for 1 round (Fortitude DC 15 reduces this to dazzled), and creatures within a 20-foot burst are dazzled for 1 round (Fortitude DC 15 negates the effect). Flare cartridges are also useful for sending up signal flares. Firing a flare cartridge increases the firearm's misfire value by 2 unless it is fired from a blunderbuss or a dragon pistol, in which case doing so only increases the firearm's misfire value by 1. Flares can be used only to attack single creatures; they do not work as a shot for a scatter weapon's cone attack.</p><p><i>Paper Cartridge</i>: This simple mix of black powder and either pellets or a bullet increases the misfire value by 1.</p><p><i>Salt Shot Cartridge</i>: This mix of black powder and rock salt can only be loaded into a blunderbuss, a dragon pistol, or other scatter weapon. It deals nonlethal instead of lethal damage, and increases the misfire value by 1. You can use it only with a scatter weapon's cone attack.</p>
Firearm ammunition		Alchemical cartridge (paper, bullet or pellet)	12 gp								<p>An alchemical cartridge is a prepared bundle of black powder with a bullet or pellets, sometimes with more exotic material added, which is then wrapped in paper or cloth and sealed with beeswax, lard, or tallow. There are many types of alchemical cartridges, the simplest being the paper cartridge—a simple mix of black powder and either pellets or a bullet. Alchemical cartridges make loading a firearm easier, reducing the time to load a firearm by one step (a full-round action becomes a standard action, a standard action becomes a move action, and a move action becomes a free action), but they tend to be unstable. The misfire value of a weapon firing an alchemical cartridge increases as listed in each entry.</p><p><i>Dragon's Breath Cartridge</i>: This cartridge contains alchemical compounds that, when fired, produce a cone of fire instead of the normal attack of a one-handed or two-handed firearm with the scatter weapon quality. The nonmagical flame deals 2d6 points of fire damage to all targets within the cone of the scatter firearm (DC 15 Reflex save for half). These cartridges cannot be used in firearms that don't have the scatter weapon quality. Because this ammunition forces a saving throw instead of making an attack roll, the misfire rules are slightly different. If you roll a 1 with either of the damage dice, the firearm misfires.</p><p><i>Entangling Shot Cartridge</i>: This mix of black powder and an alchemically treated resin strong enough to survive the shot can only be loaded into a blunderbuss, a dragon pistol, or another scatter weapon. It deals half damage to those hit by a cone attack made with this weapon, but any creature hit by the shot must succeed at a DC 15 Reflex saving throw or become entangled for 2d4 rounds. An entangling shot cartridge increases the firearm's misfire value by 2.</p><p><i>Flare Cartridge</i>: When a flare cartridge hits its target, it deals only half the normal damage, but the creature struck is blinded for 1 round (Fortitude DC 15 reduces this to dazzled), and creatures within a 20-foot burst are dazzled for 1 round (Fortitude DC 15 negates the effect). Flare cartridges are also useful for sending up signal flares. Firing a flare cartridge increases the firearm's misfire value by 2 unless it is fired from a blunderbuss or a dragon pistol, in which case doing so only increases the firearm's misfire value by 1. Flares can be used only to attack single creatures; they do not work as a shot for a scatter weapon's cone attack.</p><p><i>Paper Cartridge</i>: This simple mix of black powder and either pellets or a bullet increases the misfire value by 1.</p><p><i>Salt Shot Cartridge</i>: This mix of black powder and rock salt can only be loaded into a blunderbuss, a dragon pistol, or other scatter weapon. It deals nonlethal instead of lethal damage, and increases the misfire value by 1. You can use it only with a scatter weapon's cone attack.</p>
Firearm ammunition		Alchemical cartridge (salt shot)	12 gp								<p>An alchemical cartridge is a prepared bundle of black powder with a bullet or pellets, sometimes with more exotic material added, which is then wrapped in paper or cloth and sealed with beeswax, lard, or tallow. There are many types of alchemical cartridges, the simplest being the paper cartridge—a simple mix of black powder and either pellets or a bullet. Alchemical cartridges make loading a firearm easier, reducing the time to load a firearm by one step (a full-round action becomes a standard action, a standard action becomes a move action, and a move action becomes a free action), but they tend to be unstable. The misfire value of a weapon firing an alchemical cartridge increases as listed in each entry.</p><p><i>Dragon's Breath Cartridge</i>: This cartridge contains alchemical compounds that, when fired, produce a cone of fire instead of the normal attack of a one-handed or two-handed firearm with the scatter weapon quality. The nonmagical flame deals 2d6 points of fire damage to all targets within the cone of the scatter firearm (DC 15 Reflex save for half). These cartridges cannot be used in firearms that don't have the scatter weapon quality. Because this ammunition forces a saving throw instead of making an attack roll, the misfire rules are slightly different. If you roll a 1 with either of the damage dice, the firearm misfires.</p><p><i>Entangling Shot Cartridge</i>: This mix of black powder and an alchemically treated resin strong enough to survive the shot can only be loaded into a blunderbuss, a dragon pistol, or another scatter weapon. It deals half damage to those hit by a cone attack made with this weapon, but any creature hit by the shot must succeed at a DC 15 Reflex saving throw or become entangled for 2d4 rounds. An entangling shot cartridge increases the firearm's misfire value by 2.</p><p><i>Flare Cartridge</i>: When a flare cartridge hits its target, it deals only half the normal damage, but the creature struck is blinded for 1 round (Fortitude DC 15 reduces this to dazzled), and creatures within a 20-foot burst are dazzled for 1 round (Fortitude DC 15 negates the effect). Flare cartridges are also useful for sending up signal flares. Firing a flare cartridge increases the firearm's misfire value by 2 unless it is fired from a blunderbuss or a dragon pistol, in which case doing so only increases the firearm's misfire value by 1. Flares can be used only to attack single creatures; they do not work as a shot for a scatter weapon's cone attack.</p><p><i>Paper Cartridge</i>: This simple mix of black powder and either pellets or a bullet increases the misfire value by 1.</p><p><i>Salt Shot Cartridge</i>: This mix of black powder and rock salt can only be loaded into a blunderbuss, a dragon pistol, or other scatter weapon. It deals nonlethal instead of lethal damage, and increases the misfire value by 1. You can use it only with a scatter weapon's cone attack.</p>
Firearm ammunition		Black powder (dose)	10 gp								<p>Black powder is the key explosive component within a firearm that enables it to function, but in larger amounts this alchemical material can be quite destructive on its own as well. A single dose of black powder is enough to power a single shot from most one-handed and two-handed firearms, while 10 doses are required to fire a cannon. Black powder is often stored and transported in kegs (which hold 100 doses), but in this quantity the powder itself becomes dangerous. Exposure to fire, electricity, or a misfire explosion causes black powder to explode—a single keg that explodes in this manner deals 5d6 points of fire damage to anyone within a 20-foot burst (DC 15 Reflex half). Storing black powder in a powder horn protects the powder from explosion.</p>
Firearm ammunition		Black powder (keg)	1000 gp					5			<p>Black powder is the key explosive component within a firearm that enables it to function, but in larger amounts this alchemical material can be quite destructive on its own as well. A single dose of black powder is enough to power a single shot from most one-handed and two-handed firearms, while 10 doses are required to fire a cannon. Black powder is often stored and transported in kegs (which hold 100 doses), but in this quantity the powder itself becomes dangerous. Exposure to fire, electricity, or a misfire explosion causes black powder to explode—a single keg that explodes in this manner deals 5d6 points of fire damage to anyone within a 20-foot burst (DC 15 Reflex half). Storing black powder in a powder horn protects the powder from explosion.</p>
Firearm ammunition		Firearm bullet (1)	1 gp								<p>The ammunition of most one-handed and two-handed firearms, firearm bullets typically take the form of small balls of lead or some other metal. Thirty bullets weigh half a pound.</p>
